,names,scores,logfoldchanges,pvals,pvals_adj
5243,HINT3,2.7854729,1.2962451,0.005419545253667734,0.017965081496851935
5244,UBE2W,2.7846491,1.0462406,0.005431533762629083,0.01800173458468065
5245,C10orf88,2.7844224,1.6920192,0.0054449827310171445,0.018040121907410077
5246,TMEM44-AS1,2.7840889,1.2375131,0.0054445156771148395,0.018040121907410077
5247,CYB5D1,2.7836192,2.2611747,0.005468969250170908,0.018113383590910463
5248,BAIAP3,2.7833238,3.1555862,0.005489002240010259,0.018157953841718002
5249,SMAD4,2.7832117,1.1675454,0.00546032138421109,0.0180878409657954
5250,ARHGAP21,2.782964,2.0196497,0.0054797356397310705,0.01813971744825516
5251,FGD6,2.7819793,2.0874841,0.005496040022240237,0.01817812415980177
5252,RAD23A,2.78197,0.41964948,0.0054727784935995885,0.01811979025398877
5253,COG4,2.7816956,1.058363,0.005484184455700635,0.01815133584661602
5254,ZNF683,2.7815707,23.77024,0.005549595068876101,0.018342702306139904
5255,PPIL2,2.7815561,1.0289589,0.005486112321386698,0.01815460795413174
5256,SMG9,2.781297,0.99452776,0.005488914700188053,0.018157953841718002
5257,AGBL3,2.780403,2.0120883,0.005529774621506706,0.018283444006004637
5258,PHF7,2.779801,2.459475,0.005551229579555716,0.018344967779660187
5259,LYPLA1,2.7792873,0.5491976,0.005517936349800588,0.01824742373058949
5260,SGK3,2.779146,1.90812,0.005533137762791293,0.01829143489259328
5261,DDIT4-AS1,2.7787747,2.661056,0.00557795080749587,0.018426971655800317
5262,ANKHD1-EIF4EBP3,2.7778828,4.4319324,0.005607149883871636,0.018510777131572134
5263,LINC00630,2.7774951,3.6105547,0.005602345130763331,0.018498074655368024
5264,ENTPD1,2.777295,0.618442,0.00555298549403931,0.01834763360927963
5265,KSR1,2.775582,1.985806,0.0056015104491332355,0.018498074655368024
5266,DIRAS1,2.775454,1.9549044,0.005599080851932614,0.01849361479613901
5267,LINC02161,2.7750268,4.6162915,0.005657317251189423,0.01866364313846055
5268,SLC31A1,2.7734482,2.5293744,0.005652394544309426,0.018650586231983086
5269,LZTFL1,2.7728992,1.2474847,0.00563480988388452,0.01859573847457809
5270,MAST3,2.7726555,0.95368,0.005633950473996713,0.01859573847457809
5271,ASPSCR1,2.7711818,0.8998297,0.005658425167224702,0.01866411263776216
5272,AL359711.2,2.7707386,23.945724,0.005735573733213369,0.018892792210170622
5273,PILRB,2.7705045,1.0523019,0.005670732249129484,0.018701515721450915
5274,KCTD13,2.769984,1.0295248,0.005682087239431175,0.01873576667536083
5275,TBC1D10A,2.7695258,1.0600624,0.005688884327973723,0.01875497956257958
5276,SNAPC3,2.7686956,0.9525137,0.005701707118669193,0.0187940479019026
5277,GFM1,2.7684467,0.8737268,0.005705123833665312,0.018802103764862202
5278,TMEM138,2.7671824,0.8000948,0.00572682181332778,0.018870395300002157
5279,SPARCL1,2.766991,5.4768715,0.005800035995922411,0.019098619380780966
5280,CNOT11,2.7669253,0.7477982,0.005731315756131825,0.018881984361730365
5281,RGS7,2.7650626,23.592312,0.005835258832721717,0.019191716518236868
5282,WDR74,2.7644732,0.47171405,0.0057734171333456465,0.019014206810434146
5283,TVP23C,2.763957,23.88802,0.005854856323556197,0.019246346577894174
5284,PABPC1L,2.7634163,1.5888903,0.005808288086591958,0.019122534564083794
5285,ZNF763,2.763227,2.8227353,0.005828546408781176,0.019172902235420584
5286,TMCC3,2.7620819,1.4433548,0.005825515155517543,0.019169455641981373
5287,DIMT1,2.7619848,0.65659964,0.005818041784679631,0.019148123557989543
5288,OGFRL1,2.7613974,1.4799166,0.005840700455049316,0.01920634554196125
5289,PLXND1,2.760834,23.764456,0.005910539777888899,0.019416183440994994
5290,ASB6,2.7606254,1.149693,0.005848622097926433,0.019229123410583436
5291,ACER3,2.760083,1.3159981,0.0058575546728017545,0.01925194257279121
5292,SNX12,2.7586207,1.0528938,0.005880636787948498,0.019324520311842317
5293,AC116366.1,2.7580903,23.752281,0.00595985094379077,0.01956154846196838
5294,TMEM129,2.7567804,1.4229332,0.005922041116344325,0.019450659768533468
5295,ZNF442,2.7565837,2.8404124,0.005949373581934589,0.01953379343727088
5296,TRMT6,2.7546272,0.8198371,0.005951337720286278,0.019536923708460167
5297,GK5,2.75424,1.9391947,0.00596716603309618,0.019582232980257394
5298,GPN3,2.7526608,0.84447134,0.005988836541968776,0.01965001214050492
5299,TBC1D24,2.752386,4.076848,0.0060548023336223595,0.0198428745857217
5300,TSR2,2.7520127,0.61607224,0.005996872542764487,0.01966970123521038
5301,SKP2,2.7518141,1.6805398,0.006027866343163502,0.019761300635516843
5302,MIGA2,2.751757,1.419766,0.00601084071242124,0.01970882784230537
5303,CFAP44,2.7515624,23.73729,0.006078678071664634,0.019914367533424696
5304,SETD3,2.7502575,0.9568444,0.006032371197141354,0.019772715426410927
5305,CHN2,2.7495012,23.693798,0.00611663449883813,0.02001497007415646
5306,NTNG1,2.7493336,2.603789,0.006071755314945172,0.01989505992245724
5307,ELOVL1,2.747496,0.59227324,0.006080751463405453,0.019917784279980342
